not|happpy	612.0	117.0	1.0	0.0	1.0	0.0
cancel	612.0	117.0	2.0	0.0	1.0	0.0
nicely	612.0	117.0	13.0	1.0	1.0	0.0
prepare	612.0	117.0	4.0	0.0	1.0	0.0
half	612.0	117.0	8.0	4.0	0.0	1.0
upload	612.0	117.0	1.0	0.0	1.0	0.0
fifty	612.0	117.0	1.0	0.0	1.0	0.0
quickest	612.0	117.0	2.0	0.0	1.0	0.0
discourage	612.0	117.0	1.0	0.0	1.0	0.0
not|thing	612.0	117.0	10.0	7.0	0.0	1.0
not|biceps	612.0	117.0	0.0	1.0	0.0	1.0
not|forget	612.0	117.0	2.0	0.0	1.0	0.0
orthopedic	612.0	117.0	0.0	1.0	0.0	1.0
pick	612.0	117.0	36.0	5.0	0.0	0.0
warrant	612.0	117.0	1.0	0.0	1.0	0.0
ten	612.0	117.0	3.0	0.0	1.0	0.0
sake	612.0	117.0	3.0	1.0	0.0	0.0
not|water	612.0	117.0	3.0	0.0	1.0	0.0
energy	612.0	117.0	3.0	1.0	0.0	0.0
solid	612.0	117.0	60.0	1.0	1.0	0.0
geesus	612.0	117.0	0.0	1.0	0.0	1.0
investment	612.0	117.0	11.0	0.0	1.0	0.0
ibuprofen	612.0	117.0	0.0	1.0	0.0	1.0
scratch	612.0	117.0	10.0	3.0	0.0	0.0
require	612.0	117.0	21.0	3.0	0.0	0.0
click	612.0	117.0	5.0	1.0	0.0	0.0
size	612.0	117.0	45.0	4.0	1.0	0.0
triple	612.0	117.0	1.0	0.0	1.0	0.0
left	612.0	117.0	2.0	5.0	0.0	1.0
not|improvement	612.0	117.0	0.0	1.0	0.0	1.0
not|powder	612.0	117.0	1.0	0.0	1.0	0.0
avid	612.0	117.0	1.0	0.0	1.0	0.0
siempre	612.0	117.0	1.0	0.0	1.0	0.0
object	612.0	117.0	1.0	0.0	1.0	0.0
poorly	612.0	117.0	2.0	4.0	0.0	1.0
accessible	612.0	117.0	2.0	0.0	1.0	0.0
reordering	612.0	117.0	0.0	1.0	0.0	1.0
hang	612.0	117.0	3.0	2.0	0.0	1.0
roll	612.0	117.0	11.0	1.0	0.0	0.0
suffice	612.0	117.0	1.0	0.0	1.0	0.0
turn	612.0	117.0	14.0	6.0	0.0	1.0
unparalleled	612.0	117.0	1.0	0.0	1.0	0.0
balanced	612.0	117.0	6.0	0.0	1.0	0.0
result	612.0	117.0	37.0	9.0	0.0	0.0
gold	612.0	117.0	3.0	0.0	1.0	0.0
not|feeling	612.0	117.0	1.0	1.0	0.0	1.0
flip	612.0	117.0	1.0	1.0	0.0	1.0
connect	612.0	117.0	3.0	0.0	1.0	0.0
not|confusion	612.0	117.0	1.0	0.0	1.0	0.0
hand	612.0	117.0	74.0	11.0	0.0	0.0
policy	612.0	117.0	0.0	1.0	0.0	1.0
address	612.0	117.0	2.0	0.0	1.0	0.0
salt	612.0	117.0	0.0	1.0	0.0	1.0
not|dead	612.0	117.0	1.0	0.0	1.0	0.0
not|floor	612.0	117.0	9.0	0.0	1.0	0.0
posture	612.0	117.0	5.0	0.0	1.0	0.0
not|short	612.0	117.0	1.0	1.0	0.0	1.0
neighbor	612.0	117.0	1.0	1.0	0.0	1.0
blood	612.0	117.0	1.0	0.0	1.0	0.0
prettier	612.0	117.0	0.0	1.0	0.0	1.0
straight	612.0	117.0	19.0	2.0	0.0	0.0
not|people	612.0	117.0	7.0	2.0	0.0	0.0
sale	612.0	117.0	10.0	1.0	0.0	0.0
