cancel	500.0	220.0	0.0	1.0	0.0	1.0
nicely	500.0	220.0	5.0	1.0	1.0	0.0
half	500.0	220.0	8.0	7.0	0.0	0.0
not|redmond	500.0	220.0	1.0	0.0	1.0	0.0
upload	500.0	220.0	1.0	1.0	0.0	0.0
not|honestly	500.0	220.0	0.0	1.0	0.0	1.0
shooting	500.0	220.0	0.0	1.0	0.0	1.0
hall	500.0	220.0	1.0	0.0	1.0	0.0
not|thing	500.0	220.0	5.0	4.0	0.0	0.0
not|forget	500.0	220.0	4.0	0.0	1.0	0.0
not|adjustible	500.0	220.0	0.0	1.0	0.0	1.0
lego	500.0	220.0	16.0	0.0	1.0	0.0
pick	500.0	220.0	7.0	2.0	0.0	0.0
ten	500.0	220.0	3.0	2.0	0.0	0.0
not|water	500.0	220.0	1.0	0.0	1.0	0.0
energy	500.0	220.0	1.0	1.0	0.0	0.0
conceal	500.0	220.0	1.0	0.0	1.0	0.0
solid	500.0	220.0	3.0	1.0	0.0	0.0
not|enhance	500.0	220.0	1.0	0.0	1.0	0.0
investment	500.0	220.0	0.0	1.0	0.0	1.0
require	500.0	220.0	9.0	7.0	0.0	0.0
scratch	500.0	220.0	0.0	2.0	0.0	1.0
click	500.0	220.0	9.0	2.0	1.0	0.0
backwards	500.0	220.0	0.0	1.0	0.0	1.0
not|cleanly	500.0	220.0	1.0	0.0	1.0	0.0
standards	500.0	220.0	1.0	0.0	1.0	0.0
size	500.0	220.0	28.0	7.0	1.0	0.0
left	500.0	220.0	3.0	1.0	0.0	0.0
compactly	500.0	220.0	1.0	0.0	1.0	0.0
legible	500.0	220.0	1.0	0.0	1.0	0.0
not|merit	500.0	220.0	1.0	0.0	1.0	0.0
protective	500.0	220.0	1.0	1.0	0.0	0.0
amusing	500.0	220.0	1.0	0.0	1.0	0.0
nusery	500.0	220.0	0.0	1.0	0.0	1.0
poorly	500.0	220.0	2.0	4.0	0.0	1.0
accessible	500.0	220.0	2.0	0.0	1.0	0.0
hang	500.0	220.0	1.0	1.0	0.0	0.0
terrorfied	500.0	220.0	1.0	0.0	1.0	0.0
cliff	500.0	220.0	0.0	1.0	0.0	1.0
roll	500.0	220.0	4.0	0.0	1.0	0.0
notable	500.0	220.0	1.0	0.0	1.0	0.0
turn	500.0	220.0	63.0	26.0	0.0	0.0
balanced	500.0	220.0	1.0	0.0	1.0	0.0
elect	500.0	220.0	1.0	0.0	1.0	0.0
result	500.0	220.0	4.0	0.0	1.0	0.0
midway	500.0	220.0	1.0	0.0	1.0	0.0
golf	500.0	220.0	0.0	1.0	0.0	1.0
graduwake	500.0	220.0	1.0	0.0	1.0	0.0
quiet	500.0	220.0	11.0	9.0	0.0	0.0
flip	500.0	220.0	2.0	0.0	1.0	0.0
connect	500.0	220.0	2.0	0.0	1.0	0.0
hand	500.0	220.0	27.0	20.0	0.0	0.0
policy	500.0	220.0	0.0	1.0	0.0	1.0
address	500.0	220.0	2.0	0.0	1.0	0.0
not|correction	500.0	220.0	0.0	1.0	0.0	1.0
not|dead	500.0	220.0	1.0	1.0	0.0	0.0
not|short	500.0	220.0	1.0	1.0	0.0	0.0
artistic	500.0	220.0	1.0	0.0	1.0	0.0
tickin	500.0	220.0	2.0	0.0	1.0	0.0
neighbor	500.0	220.0	3.0	0.0	1.0	0.0
straight	500.0	220.0	5.0	1.0	1.0	0.0
not|people	500.0	220.0	1.0	0.0	1.0	0.0
sale	500.0	220.0	1.0	0.0	1.0	0.0
throw	500.0	220.0	5.0	4.0	0.0	0.0
corny	500.0	220.0	1.0	0.0	1.0	0.0
sunset	500.0	220.0	1.0	0.0	1.0	0.0
thank	500.0	220.0	3.0	1.0	0.0	0.0
obvious	500.0	220.0	1.0	3.0	0.0	1.0
not|rugged	500.0	220.0	1.0	0.0	1.0	0.0
information	500.0	220.0	2.0	0.0	1.0	0.0
tho	500.0	220.0	1.0	0.0	1.0	0.0
not|deal	500.0	220.0	5.0	2.0	0.0	0.0
surgery	500.0	220.0	1.0	0.0	1.0	0.0
november	500.0	220.0	0.0	1.0	0.0	1.0
not|apply	500.0	220.0	1.0	0.0	1.0	0.0
not|benefit	500.0	220.0	1.0	0.0	1.0	0.0
resolve	500.0	220.0	1.0	1.0	0.0	0.0
landlocked	500.0	220.0	1.0	0.0	1.0	0.0
good	500.0	220.0	121.0	30.0	1.0	0.0
faithful	500.0	220.0	1.0	0.0	1.0	0.0
goof	500.0	220.0	0.0	1.0	0.0	1.0
fiance	500.0	220.0	1.0	0.0	1.0	0.0
not|concern	500.0	220.0	2.0	0.0	1.0	0.0
myriad	500.0	220.0	1.0	0.0	1.0	0.0
serious	500.0	220.0	1.0	3.0	0.0	1.0
cosmetic	500.0	220.0	1.0	0.0	1.0	0.0
tip	500.0	220.0	1.0	1.0	0.0	0.0
headlight	500.0	220.0	1.0	0.0	1.0	0.0
reveiw	500.0	220.0	0.0	1.0	0.0	1.0
rome	500.0	220.0	1.0	0.0	1.0	0.0
tweezers	500.0	220.0	1.0	0.0	1.0	0.0
not|state	500.0	220.0	2.0	1.0	0.0	0.0
check	500.0	220.0	14.0	6.0	0.0	0.0
not|shut	500.0	220.0	3.0	4.0	0.0	1.0
not|device	500.0	220.0	0.0	1.0	0.0	1.0
sleeper	500.0	220.0	28.0	6.0	1.0	0.0
frustrate	500.0	220.0	1.0	0.0	1.0	0.0
pragmatic	500.0	220.0	0.0	1.0	0.0	1.0
not|luck	500.0	220.0	1.0	0.0	1.0	0.0
grandparent	500.0	220.0	1.0	0.0	1.0	0.0
not|means	500.0	220.0	1.0	0.0	1.0	0.0
craigslist	500.0	220.0	0.0	1.0	0.0	1.0
writting	500.0	220.0	1.0	0.0	1.0	0.0
lens	500.0	220.0	1.0	0.0	1.0	0.0
tripod	500.0	220.0	1.0	0.0	1.0	0.0
not|bedroom	500.0	220.0	1.0	1.0	0.0	0.0
not|rest	500.0	220.0	0.0	1.0	0.0	1.0
provider	500.0	220.0	1.0	0.0	1.0	0.0
romantic	500.0	220.0	1.0	0.0	1.0	0.0
not|watch	500.0	220.0	1.0	1.0	0.0	0.0
not|stereo	500.0	220.0	0.0	1.0	0.0	1.0
motivate	500.0	220.0	1.0	0.0	1.0	0.0
not|move	500.0	220.0	2.0	2.0	0.0	0.0
hard	500.0	220.0	25.0	12.0	0.0	0.0
projection	500.0	220.0	9.0	2.0	1.0	0.0
multiply	500.0	220.0	2.0	0.0	1.0	0.0
not|concept	500.0	220.0	0.0	1.0	0.0	1.0
not|squeeze	500.0	220.0	1.0	0.0	1.0	0.0
multiple	500.0	220.0	0.0	1.0	0.0	1.0
not|response	500.0	220.0	0.0	1.0	0.0	1.0
room	500.0	220.0	61.0	22.0	0.0	0.0
versus	500.0	220.0	2.0	0.0	1.0	0.0
featherweight	500.0	220.0	1.0	0.0	1.0	0.0
better	500.0	220.0	29.0	17.0	0.0	0.0
not|specific	500.0	220.0	1.0	0.0	1.0	0.0
footprint	500.0	220.0	2.0	1.0	0.0	0.0
not|obnoxious	500.0	220.0	3.0	0.0	1.0	0.0
well	500.0	220.0	77.0	21.0	0.0	0.0
cancer	500.0	220.0	2.0	0.0	1.0	0.0
terrifying	500.0	220.0	1.0	0.0	1.0	0.0
camping	500.0	220.0	3.0	1.0	0.0	0.0
gadget	500.0	220.0	1.0	0.0	1.0	0.0
clustorphobia	500.0	220.0	1.0	0.0	1.0	0.0
not|add	500.0	220.0	0.0	1.0	0.0	1.0
gosh	500.0	220.0	0.0	1.0	0.0	1.0
not|card	500.0	220.0	1.0	0.0	1.0	0.0
not|care	500.0	220.0	3.0	3.0	0.0	0.0
experiment	500.0	220.0	1.0	0.0	1.0	0.0
loved	500.0	220.0	1.0	0.0	1.0	0.0
not|concerned	500.0	220.0	0.0	1.0	0.0	1.0
not|show	500.0	220.0	3.0	2.0	0.0	0.0
not|item	500.0	220.0	3.0	2.0	0.0	0.0
reservation	500.0	220.0	1.0	0.0	1.0	0.0
hate	500.0	220.0	3.0	1.0	0.0	0.0
imho	500.0	220.0	2.0	0.0	1.0	0.0
block	500.0	220.0	1.0	1.0	0.0	0.0
not|red	500.0	220.0	1.0	1.0	0.0	0.0
