nicely	516.0	209.0	10.0	1.0	1.0	0.0
prepare	516.0	209.0	3.0	0.0	1.0	0.0
not|reasonably	516.0	209.0	1.0	0.0	1.0	0.0
not|aesthetically	516.0	209.0	1.0	0.0	1.0	0.0
reuse	516.0	209.0	0.0	1.0	0.0	1.0
half	516.0	209.0	12.0	8.0	0.0	1.0
not|lound	516.0	209.0	1.0	0.0	1.0	0.0
unavailable	516.0	209.0	0.0	1.0	0.0	1.0
fifty	516.0	209.0	1.0	0.0	1.0	0.0
unimpressed	516.0	209.0	1.0	0.0	1.0	0.0
costing	516.0	209.0	1.0	0.0	1.0	0.0
hall	516.0	209.0	6.0	0.0	1.0	0.0
discourage	516.0	209.0	0.0	1.0	0.0	1.0
not|thing	516.0	209.0	14.0	4.0	0.0	0.0
not|forget	516.0	209.0	2.0	1.0	0.0	0.0
tea	516.0	209.0	0.0	1.0	0.0	1.0
drunk	516.0	209.0	1.0	0.0	1.0	0.0
pick	516.0	209.0	12.0	3.0	0.0	0.0
brooklyn	516.0	209.0	1.0	0.0	1.0	0.0
rabbit	516.0	209.0	0.0	1.0	0.0	1.0
electronically	516.0	209.0	2.0	0.0	1.0	0.0
ten	516.0	209.0	5.0	3.0	0.0	0.0
ammount	516.0	209.0	1.0	0.0	1.0	0.0
wega	516.0	209.0	4.0	1.0	0.0	0.0
not|audible	516.0	209.0	1.0	0.0	1.0	0.0
energy	516.0	209.0	4.0	0.0	1.0	0.0
not|compact	516.0	209.0	1.0	0.0	1.0	0.0
solid	516.0	209.0	16.0	2.0	1.0	0.0
unfrayed	516.0	209.0	0.0	1.0	0.0	1.0
investment	516.0	209.0	1.0	1.0	0.0	1.0
require	516.0	209.0	15.0	3.0	0.0	0.0
scratch	516.0	209.0	1.0	2.0	0.0	1.0
click	516.0	209.0	3.0	6.0	0.0	1.0
backwards	516.0	209.0	1.0	0.0	1.0	0.0
pice	516.0	209.0	1.0	0.0	1.0	0.0
cdr	516.0	209.0	4.0	0.0	1.0	0.0
not|widespread	516.0	209.0	0.0	1.0	0.0	1.0
tunstall	516.0	209.0	1.0	0.0	1.0	0.0
cds	516.0	209.0	1.0	1.0	0.0	1.0
size	516.0	209.0	47.0	2.0	1.0	0.0
left	516.0	209.0	8.0	3.0	0.0	0.0
not|improvement	516.0	209.0	3.0	0.0	1.0	0.0
dismayed	516.0	209.0	1.0	0.0	1.0	0.0
avid	516.0	209.0	1.0	0.0	1.0	0.0
tickle	516.0	209.0	2.0	0.0	1.0	0.0
not|certify	516.0	209.0	1.0	0.0	1.0	0.0
poorly	516.0	209.0	3.0	3.0	0.0	1.0
cec	516.0	209.0	3.0	0.0	1.0	0.0
bogus	516.0	209.0	1.0	0.0	1.0	0.0
telling	516.0	209.0	1.0	0.0	1.0	0.0
accessible	516.0	209.0	0.0	1.0	0.0	1.0
hang	516.0	209.0	9.0	1.0	1.0	0.0
tweater	516.0	209.0	1.0	0.0	1.0	0.0
magnificant	516.0	209.0	1.0	0.0	1.0	0.0
roll	516.0	209.0	1.0	0.0	1.0	0.0
suffice	516.0	209.0	1.0	0.0	1.0	0.0
turn	516.0	209.0	92.0	42.0	0.0	0.0
lejo	516.0	209.0	0.0	1.0	0.0	1.0
balanced	516.0	209.0	2.0	0.0	1.0	0.0
result	516.0	209.0	6.0	7.0	0.0	1.0
gold	516.0	209.0	5.0	1.0	0.0	0.0
midway	516.0	209.0	0.0	1.0	0.0	1.0
roku	516.0	209.0	1.0	0.0	1.0	0.0
reconnect	516.0	209.0	1.0	1.0	0.0	1.0
watts	516.0	209.0	2.0	0.0	1.0	0.0
not|feeling	516.0	209.0	1.0	0.0	1.0	0.0
not|oval	516.0	209.0	1.0	0.0	1.0	0.0
not|promote	516.0	209.0	1.0	0.0	1.0	0.0
jpeg	516.0	209.0	1.0	0.0	1.0	0.0
quiet	516.0	209.0	9.0	6.0	0.0	1.0
staircase	516.0	209.0	1.0	0.0	1.0	0.0
flip	516.0	209.0	5.0	0.0	1.0	0.0
connect	516.0	209.0	85.0	12.0	1.0	0.0
policy	516.0	209.0	3.0	3.0	0.0	1.0
hand	516.0	209.0	5.0	6.0	0.0	1.0
resume	516.0	209.0	1.0	1.0	0.0	1.0
address	516.0	209.0	2.0	4.0	0.0	1.0
salt	516.0	209.0	1.0	0.0	1.0	0.0
absoloutely	516.0	209.0	1.0	0.0	1.0	0.0
not|floor	516.0	209.0	2.0	0.0	1.0	0.0
avforum	516.0	209.0	1.0	0.0	1.0	0.0
not|deaf	516.0	209.0	1.0	0.0	1.0	0.0
not|short	516.0	209.0	2.0	0.0	1.0	0.0
reseller	516.0	209.0	0.0	1.0	0.0	1.0
neighbor	516.0	209.0	14.0	1.0	1.0	0.0
blood	516.0	209.0	0.0	1.0	0.0	1.0
not|marketplace	516.0	209.0	1.0	0.0	1.0	0.0
straight	516.0	209.0	6.0	0.0	1.0	0.0
not|people	516.0	209.0	6.0	2.0	0.0	0.0
thd	516.0	209.0	4.0	0.0	1.0	0.0
sale	516.0	209.0	15.0	6.0	0.0	0.0
throw	516.0	209.0	6.0	3.0	0.0	0.0
exciting	516.0	209.0	1.0	0.0	1.0	0.0
not|optical	516.0	209.0	9.0	4.0	0.0	0.0
obvious	516.0	209.0	3.0	5.0	0.0	1.0
thank	516.0	209.0	7.0	1.0	1.0	0.0
not|cabinet	516.0	209.0	0.0	1.0	0.0	1.0
information	516.0	209.0	6.0	1.0	0.0	0.0
tho	516.0	209.0	2.0	0.0	1.0	0.0
plasma	516.0	209.0	12.0	2.0	0.0	0.0
not|deal	516.0	209.0	20.0	3.0	1.0	0.0
surgery	516.0	209.0	0.0	1.0	0.0	1.0
reimburse	516.0	209.0	0.0	1.0	0.0	1.0
november	516.0	209.0	1.0	1.0	0.0	1.0
nitpicky	516.0	209.0	1.0	0.0	1.0	0.0
