cancel	587.0	149.0	0.0	1.0	0.0	1.0
nicely	587.0	149.0	15.0	0.0	1.0	0.0
prepare	587.0	149.0	5.0	1.0	0.0	0.0
not|reasonably	587.0	149.0	1.0	0.0	1.0	0.0
half	587.0	149.0	10.0	6.0	0.0	1.0
upload	587.0	149.0	2.0	0.0	1.0	0.0
not|honestly	587.0	149.0	1.0	0.0	1.0	0.0
fifty	587.0	149.0	0.0	1.0	0.0	1.0
shooting	587.0	149.0	1.0	0.0	1.0	0.0
not|judder	587.0	149.0	1.0	0.0	1.0	0.0
hall	587.0	149.0	2.0	1.0	0.0	1.0
idol	587.0	149.0	1.0	0.0	1.0	0.0
not|thing	587.0	149.0	13.0	4.0	0.0	0.0
halo	587.0	149.0	4.0	0.0	1.0	0.0
pico	587.0	149.0	15.0	4.0	0.0	0.0
not|forget	587.0	149.0	1.0	0.0	1.0	0.0
ted	587.0	149.0	1.0	0.0	1.0	0.0
jaggedness	587.0	149.0	1.0	0.0	1.0	0.0
pick	587.0	149.0	10.0	2.0	0.0	0.0
teh	587.0	149.0	1.0	0.0	1.0	0.0
electronically	587.0	149.0	0.0	1.0	0.0	1.0
disapate	587.0	149.0	1.0	0.0	1.0	0.0
warrant	587.0	149.0	1.0	0.0	1.0	0.0
not|panning	587.0	149.0	1.0	0.0	1.0	0.0
ten	587.0	149.0	4.0	1.0	0.0	0.0
sake	587.0	149.0	1.0	0.0	1.0	0.0
not|abstract	587.0	149.0	1.0	0.0	1.0	0.0
not|audible	587.0	149.0	2.0	0.0	1.0	0.0
energy	587.0	149.0	2.0	0.0	1.0	0.0
avia	587.0	149.0	1.0	0.0	1.0	0.0
conceal	587.0	149.0	1.0	0.0	1.0	0.0
upconverting	587.0	149.0	1.0	0.0	1.0	0.0
successfully	587.0	149.0	1.0	0.0	1.0	0.0
solid	587.0	149.0	19.0	1.0	1.0	0.0
narrative	587.0	149.0	1.0	0.0	1.0	0.0
not|enhance	587.0	149.0	1.0	0.0	1.0	0.0
pixelated	587.0	149.0	3.0	0.0	1.0	0.0
investment	587.0	149.0	5.0	0.0	1.0	0.0
require	587.0	149.0	23.0	3.0	0.0	0.0
scratch	587.0	149.0	1.0	1.0	0.0	1.0
click	587.0	149.0	2.0	0.0	1.0	0.0
backwards	587.0	149.0	1.0	0.0	1.0	0.0
size	587.0	149.0	120.0	9.0	1.0	0.0
triple	587.0	149.0	1.0	0.0	1.0	0.0
left	587.0	149.0	4.0	2.0	0.0	1.0
not|improvement	587.0	149.0	0.0	1.0	0.0	1.0
legible	587.0	149.0	2.0	0.0	1.0	0.0
protective	587.0	149.0	1.0	0.0	1.0	0.0
sideways	587.0	149.0	1.0	0.0	1.0	0.0
amusing	587.0	149.0	1.0	0.0	1.0	0.0
talisman	587.0	149.0	1.0	0.0	1.0	0.0
not|certify	587.0	149.0	1.0	0.0	1.0	0.0
object	587.0	149.0	2.0	0.0	1.0	0.0
poorly	587.0	149.0	2.0	1.0	0.0	1.0
newspaper	587.0	149.0	1.0	0.0	1.0	0.0
hane	587.0	149.0	1.0	0.0	1.0	0.0
accessible	587.0	149.0	1.0	0.0	1.0	0.0
sams	587.0	149.0	1.0	0.0	1.0	0.0
hang	587.0	149.0	15.0	2.0	0.0	0.0
not|brightest	587.0	149.0	1.0	0.0	1.0	0.0
sunglass	587.0	149.0	2.0	0.0	1.0	0.0
role	587.0	149.0	1.0	0.0	1.0	0.0
flix	587.0	149.0	1.0	0.0	1.0	0.0
roll	587.0	149.0	7.0	4.0	0.0	1.0
suffice	587.0	149.0	1.0	0.0	1.0	0.0
notable	587.0	149.0	2.0	0.0	1.0	0.0
turn	587.0	149.0	69.0	22.0	0.0	0.0
balanced	587.0	149.0	2.0	1.0	0.0	1.0
result	587.0	149.0	26.0	5.0	0.0	0.0
gold	587.0	149.0	5.0	0.0	1.0	0.0
roku	587.0	149.0	6.0	0.0	1.0	0.0
golf	587.0	149.0	0.0	1.0	0.0	1.0
reconnect	587.0	149.0	0.0	1.0	0.0	1.0
jpeg	587.0	149.0	5.0	0.0	1.0	0.0
luminosity	587.0	149.0	3.0	0.0	1.0	0.0
quiet	587.0	149.0	38.0	4.0	0.0	0.0
flip	587.0	149.0	6.0	0.0	1.0	0.0
connect	587.0	149.0	73.0	7.0	1.0	0.0
hand	587.0	149.0	12.0	5.0	0.0	1.0
policy	587.0	149.0	6.0	4.0	0.0	1.0
rebuild	587.0	149.0	1.0	0.0	1.0	0.0
not|correction	587.0	149.0	1.0	0.0	1.0	0.0
address	587.0	149.0	2.0	0.0	1.0	0.0
not|slightly	587.0	149.0	2.0	0.0	1.0	0.0
not|floor	587.0	149.0	0.0	1.0	0.0	1.0
not|short	587.0	149.0	5.0	0.0	1.0	0.0
troll	587.0	149.0	1.0	0.0	1.0	0.0
imax	587.0	149.0	1.0	0.0	1.0	0.0
pistons	587.0	149.0	1.0	0.0	1.0	0.0
neighbor	587.0	149.0	2.0	0.0	1.0	0.0
plasmo	587.0	149.0	1.0	0.0	1.0	0.0
not|prettiest	587.0	149.0	1.0	0.0	1.0	0.0
straight	587.0	149.0	13.0	2.0	0.0	0.0
not|people	587.0	149.0	7.0	1.0	0.0	0.0
thd	587.0	149.0	1.0	0.0	1.0	0.0
sale	587.0	149.0	6.0	2.0	0.0	0.0
outdoors	587.0	149.0	3.0	0.0	1.0	0.0
overjoy	587.0	149.0	1.0	0.0	1.0	0.0
throw	587.0	149.0	32.0	2.0	1.0	0.0
sala	587.0	149.0	1.0	0.0	1.0	0.0
imac	587.0	149.0	1.0	0.0	1.0	0.0
not|optical	587.0	149.0	1.0	0.0	1.0	0.0
obvious	587.0	149.0	8.0	1.0	0.0	0.0
thank	587.0	149.0	10.0	2.0	0.0	0.0
information	587.0	149.0	4.0	1.0	0.0	0.0
plasma	587.0	149.0	16.0	0.0	1.0	0.0
not|deal	587.0	149.0	11.0	3.0	0.0	0.0
motorized	587.0	149.0	2.0	0.0	1.0	0.0
thr	587.0	149.0	0.0	1.0	0.0	1.0
november	587.0	149.0	1.0	0.0	1.0	0.0
not|apply	587.0	149.0	1.0	0.0	1.0	0.0
resolve	587.0	149.0	4.0	0.0	1.0	0.0
tweaking	587.0	149.0	7.0	2.0	0.0	0.0
good	587.0	149.0	277.0	32.0	0.0	0.0
advertizing	587.0	149.0	1.0	0.0	1.0	0.0
deploy	587.0	149.0	4.0	0.0	1.0	0.0
not|infocus	587.0	149.0	2.0	1.0	0.0	1.0
reproduce	587.0	149.0	0.0	1.0	0.0	1.0
skeleton	587.0	149.0	1.0	0.0	1.0	0.0
fiance	587.0	149.0	1.0	0.0	1.0	0.0
not|kind	587.0	149.0	4.0	0.0	1.0	0.0
tie	587.0	149.0	2.0	1.0	0.0	1.0
miamus	587.0	149.0	1.0	0.0	1.0	0.0
cydium	587.0	149.0	1.0	0.0	1.0	0.0
passable	587.0	149.0	0.0	1.0	0.0	1.0
