cancel	638.0	109.0	2.0	0.0	1.0	0.0
prepare	638.0	109.0	4.0	0.0	1.0	0.0
nicely	638.0	109.0	7.0	1.0	0.0	0.0
tdp	638.0	109.0	1.0	0.0	0.0	0.0
ccc	638.0	109.0	3.0	0.0	1.0	0.0
half	638.0	109.0	9.0	4.0	0.0	1.0
upload	638.0	109.0	3.0	0.0	1.0	0.0
not|honestly	638.0	109.0	1.0	0.0	0.0	0.0
nowadays	638.0	109.0	1.0	0.0	0.0	0.0
not|typically	638.0	109.0	1.0	0.0	0.0	0.0
not|thing	638.0	109.0	8.0	0.0	1.0	0.0
halo	638.0	109.0	2.0	2.0	0.0	1.0
pretend	638.0	109.0	0.0	2.0	0.0	1.0
not|forget	638.0	109.0	1.0	0.0	0.0	0.0
lego	638.0	109.0	1.0	0.0	0.0	0.0
pick	638.0	109.0	10.0	1.0	0.0	0.0
warrant	638.0	109.0	1.0	0.0	0.0	0.0
tek	638.0	109.0	1.0	0.0	0.0	0.0
sake	638.0	109.0	3.0	0.0	1.0	0.0
not|water	638.0	109.0	2.0	0.0	1.0	0.0
energy	638.0	109.0	1.0	0.0	0.0	0.0
successfully	638.0	109.0	1.0	1.0	0.0	1.0
solid	638.0	109.0	25.0	2.0	0.0	0.0
investment	638.0	109.0	4.0	0.0	1.0	0.0
require	638.0	109.0	45.0	9.0	0.0	0.0
rmaing	638.0	109.0	0.0	1.0	0.0	1.0
click	638.0	109.0	14.0	0.0	1.0	0.0
backwards	638.0	109.0	1.0	0.0	0.0	0.0
size	638.0	109.0	32.0	1.0	1.0	0.0
triple	638.0	109.0	7.0	3.0	0.0	1.0
not|improvement	638.0	109.0	7.0	2.0	0.0	0.0
left	638.0	109.0	0.0	1.0	0.0	1.0
dismayed	638.0	109.0	1.0	0.0	0.0	0.0
handheld	638.0	109.0	0.0	1.0	0.0	1.0
not|ubuntu	638.0	109.0	2.0	0.0	1.0	0.0
avid	638.0	109.0	1.0	0.0	0.0	0.0
not|certify	638.0	109.0	1.0	0.0	0.0	0.0
hang	638.0	109.0	2.0	0.0	1.0	0.0
vengeance	638.0	109.0	4.0	0.0	1.0	0.0
roll	638.0	109.0	1.0	0.0	0.0	0.0
ussually	638.0	109.0	1.0	0.0	0.0	0.0
titulo	638.0	109.0	1.0	0.0	0.0	0.0
suffice	638.0	109.0	1.0	0.0	0.0	0.0
notable	638.0	109.0	2.0	0.0	1.0	0.0
concede	638.0	109.0	1.0	0.0	0.0	0.0
turn	638.0	109.0	49.0	7.0	0.0	0.0
spendy	638.0	109.0	2.0	0.0	1.0	0.0
not|galaxy	638.0	109.0	1.0	0.0	0.0	0.0
result	638.0	109.0	19.0	3.0	0.0	0.0
gold	638.0	109.0	3.0	1.0	0.0	1.0
reconnect	638.0	109.0	1.0	0.0	0.0	0.0
zombie	638.0	109.0	2.0	0.0	1.0	0.0
not|graphic	638.0	109.0	20.0	6.0	0.0	0.0
kepler	638.0	109.0	8.0	0.0	1.0	0.0
not|legally	638.0	109.0	0.0	1.0	0.0	1.0
quiet	638.0	109.0	69.0	5.0	1.0	0.0
flip	638.0	109.0	14.0	0.0	1.0	0.0
connect	638.0	109.0	32.0	1.0	1.0	0.0
hand	638.0	109.0	14.0	1.0	1.0	0.0
policy	638.0	109.0	4.0	1.0	0.0	0.0
resume	638.0	109.0	1.0	0.0	0.0	0.0
kvm	638.0	109.0	1.0	0.0	0.0	0.0
address	638.0	109.0	3.0	0.0	1.0	0.0
not|slightly	638.0	109.0	1.0	1.0	0.0	1.0
not|dead	638.0	109.0	1.0	0.0	0.0	0.0
cfg	638.0	109.0	2.0	0.0	1.0	0.0
accessories	638.0	109.0	1.0	0.0	0.0	0.0
panice	638.0	109.0	1.0	0.0	0.0	0.0
not|conditioning	638.0	109.0	1.0	0.0	0.0	0.0
razer	638.0	109.0	1.0	0.0	0.0	0.0
straight	638.0	109.0	12.0	0.0	1.0	0.0
not|people	638.0	109.0	10.0	1.0	0.0	0.0
sale	638.0	109.0	5.0	1.0	0.0	0.0
throw	638.0	109.0	39.0	3.0	1.0	0.0
imac	638.0	109.0	1.0	0.0	0.0	0.0
thank	638.0	109.0	6.0	1.0	0.0	0.0
obvious	638.0	109.0	3.0	0.0	1.0	0.0
tho	638.0	109.0	3.0	0.0	1.0	0.0
information	638.0	109.0	11.0	3.0	0.0	0.0
plasma	638.0	109.0	3.0	0.0	1.0	0.0
not|deal	638.0	109.0	8.0	2.0	0.0	0.0
reimburse	638.0	109.0	0.0	1.0	0.0	1.0
november	638.0	109.0	1.0	0.0	0.0	0.0
abudgetpc	638.0	109.0	2.0	0.0	1.0	0.0
resolve	638.0	109.0	7.0	0.0	1.0	0.0
gouging	638.0	109.0	2.0	1.0	0.0	1.0
not|apply	638.0	109.0	1.0	0.0	0.0	0.0
dither	638.0	109.0	1.0	0.0	0.0	0.0
tweaking	638.0	109.0	4.0	1.0	0.0	0.0
not|mission	638.0	109.0	0.0	1.0	0.0	1.0
good	638.0	109.0	207.0	17.0	0.0	0.0
empty	638.0	109.0	2.0	0.0	1.0	0.0
not|kind	638.0	109.0	2.0	0.0	1.0	0.0
not|concern	638.0	109.0	4.0	0.0	1.0	0.0
satisfecho	638.0	109.0	2.0	0.0	1.0	0.0
serious	638.0	109.0	9.0	3.0	0.0	1.0
tip	638.0	109.0	3.0	0.0	1.0	0.0
implement	638.0	109.0	2.0	0.0	1.0	0.0
tir	638.0	109.0	1.0	0.0	0.0	0.0
laugh	638.0	109.0	1.0	1.0	0.0	1.0
reveiw	638.0	109.0	1.0	0.0	0.0	0.0
not|crash	638.0	109.0	15.0	0.0	1.0	0.0
not|state	638.0	109.0	3.0	0.0	1.0	0.0
check	638.0	109.0	23.0	14.0	0.0	1.0
not|device	638.0	109.0	5.0	0.0	1.0	0.0
not|shut	638.0	109.0	0.0	1.0	0.0	1.0
frustrate	638.0	109.0	1.0	0.0	0.0	0.0
not|boost	638.0	109.0	5.0	0.0	1.0	0.0
gorgeous	638.0	109.0	4.0	1.0	0.0	0.0
not|luck	638.0	109.0	1.0	5.0	0.0	1.0
subpar	638.0	109.0	1.0	0.0	0.0	0.0
uninstaller	638.0	109.0	0.0	2.0	0.0	1.0
provided	638.0	109.0	1.0	0.0	0.0	0.0
lens	638.0	109.0	1.0	0.0	0.0	0.0
uninstalled	638.0	109.0	0.0	1.0	0.0	1.0
civ	638.0	109.0	1.0	0.0	0.0	0.0
not|rest	638.0	109.0	0.0	1.0	0.0	1.0
unsupported	638.0	109.0	1.0	0.0	0.0	0.0
not|watch	638.0	109.0	2.0	0.0	1.0	0.0
hunch	638.0	109.0	1.0	0.0	0.0	0.0
root	638.0	109.0	1.0	0.0	0.0	0.0
patiently	638.0	109.0	1.0	0.0	0.0	0.0
not|move	638.0	109.0	3.0	0.0	1.0	0.0
tutorial	638.0	109.0	2.0	0.0	1.0	0.0
hard	638.0	109.0	28.0	12.0	0.0	1.0
spoil	638.0	109.0	1.0	0.0	0.0	0.0
multiplayer	638.0	109.0	3.0	0.0	1.0	0.0
repairage	638.0	109.0	1.0	0.0	0.0	0.0
becasue	638.0	109.0	1.0	0.0	0.0	0.0
not|vram	638.0	109.0	3.0	0.0	1.0	0.0
approval	638.0	109.0	1.0	0.0	0.0	0.0
multiple	638.0	109.0	18.0	3.0	0.0	0.0
not|squeeze	638.0	109.0	2.0	0.0	1.0	0.0
not|response	638.0	109.0	2.0	0.0	1.0	0.0
amped	638.0	109.0	1.0	0.0	0.0	0.0
paticular	638.0	109.0	0.0	1.0	0.0	1.0
thermaltake	638.0	109.0	3.0	0.0	1.0	0.0
room	638.0	109.0	28.0	0.0	1.0	0.0
versus	638.0	109.0	5.0	0.0	1.0	0.0
cheer	638.0	109.0	2.0	0.0	1.0	0.0
better	638.0	109.0	97.0	17.0	0.0	0.0
not|specific	638.0	109.0	2.0	1.0	0.0	1.0
explosion	638.0	109.0	1.0	0.0	0.0	0.0
tinker	638.0	109.0	2.0	0.0	1.0	0.0
permit	638.0	109.0	2.0	0.0	1.0	0.0
well	638.0	109.0	174.0	18.0	0.0	0.0
handling	638.0	109.0	1.0	0.0	0.0	0.0
suitable	638.0	109.0	1.0	0.0	0.0	0.0
not|mmorpg	638.0	109.0	1.0	0.0	0.0	0.0
avivo	638.0	109.0	2.0	0.0	1.0	0.0
gadget	638.0	109.0	2.0	0.0	1.0	0.0
tflop	638.0	109.0	4.0	0.0	1.0	0.0
not|add	638.0	109.0	8.0	2.0	0.0	0.0
rgbe	638.0	109.0	1.0	0.0	0.0	0.0
sata	638.0	109.0	14.0	0.0	1.0	0.0
not|card	638.0	109.0	197.0	56.0	0.0	0.0
downclock	638.0	109.0	7.0	0.0	1.0	0.0
not|care	638.0	109.0	6.0	0.0	1.0	0.0
cores	638.0	109.0	2.0	0.0	1.0	0.0
not|tweak	638.0	109.0	1.0	0.0	0.0	0.0
experiment	638.0	109.0	2.0	0.0	1.0	0.0
not|show	638.0	109.0	9.0	2.0	0.0	0.0
not|item	638.0	109.0	2.0	0.0	1.0	0.0
block	638.0	109.0	6.0	0.0	1.0	0.0
imho	638.0	109.0	2.0	0.0	1.0	0.0
hate	638.0	109.0	8.0	2.0	0.0	0.0
mejor	638.0	109.0	2.0	0.0	1.0	0.0
not|premium	638.0	109.0	1.0	0.0	0.0	0.0
not|red	638.0	109.0	1.0	0.0	0.0	0.0
flow	638.0	109.0	4.0	1.0	0.0	0.0
promotional	638.0	109.0	1.0	0.0	0.0	0.0
order	638.0	109.0	53.0	9.0	0.0	0.0
not|unusual	638.0	109.0	1.0	0.0	0.0	0.0
joystick	638.0	109.0	1.0	0.0	0.0	0.0
crisper	638.0	109.0	1.0	0.0	0.0	0.0
badder	638.0	109.0	1.0	0.0	0.0	0.0
intel	638.0	109.0	44.0	2.0	1.0	0.0
not|case	638.0	109.0	23.0	2.0	0.0	0.0
fallow	638.0	109.0	1.0	0.0	0.0	0.0
not|cash	638.0	109.0	2.0	0.0	1.0	0.0
not|consume	638.0	109.0	1.0	0.0	0.0	0.0
anal	638.0	109.0	1.0	0.0	0.0	0.0
transparency	638.0	109.0	1.0	0.0	0.0	0.0
not|crank	638.0	109.0	2.0	0.0	1.0	0.0
crazy	638.0	109.0	6.0	0.0	1.0	0.0
tnt	638.0	109.0	1.0	0.0	0.0	0.0
