not|karma	574.0	163.0	1.0	0.0	1.0	0.0
cancel	574.0	163.0	0.0	3.0	0.0	1.0
nicely	574.0	163.0	13.0	0.0	1.0	0.0
recline	574.0	163.0	1.0	0.0	1.0	0.0
prepare	574.0	163.0	0.0	4.0	0.0	1.0
half	574.0	163.0	19.0	3.0	0.0	0.0
spilling	574.0	163.0	1.0	1.0	0.0	1.0
not|thing	574.0	163.0	13.0	5.0	0.0	0.0
porshe	574.0	163.0	1.0	0.0	1.0	0.0
pick	574.0	163.0	144.0	26.0	0.0	0.0
rabbit	574.0	163.0	2.0	0.0	1.0	0.0
not|recomendation	574.0	163.0	0.0	1.0	0.0	1.0
warrant	574.0	163.0	1.0	0.0	1.0	0.0
ten	574.0	163.0	5.0	0.0	1.0	0.0
not|overfill	574.0	163.0	1.0	0.0	1.0	0.0
sake	574.0	163.0	1.0	0.0	1.0	0.0
not|dispose	574.0	163.0	1.0	0.0	1.0	0.0
solid	574.0	163.0	14.0	2.0	0.0	0.0
investment	574.0	163.0	2.0	0.0	1.0	0.0
require	574.0	163.0	13.0	3.0	0.0	0.0
scratch	574.0	163.0	4.0	0.0	1.0	0.0
circular	574.0	163.0	1.0	0.0	1.0	0.0
terrifically	574.0	163.0	1.0	0.0	1.0	0.0
click	574.0	163.0	6.0	1.0	0.0	0.0
backwards	574.0	163.0	4.0	0.0	1.0	0.0
persian	574.0	163.0	2.0	0.0	1.0	0.0
size	574.0	163.0	20.0	3.0	0.0	0.0
left	574.0	163.0	1.0	2.0	0.0	1.0
not|improvement	574.0	163.0	1.0	0.0	1.0	0.0
compactly	574.0	163.0	1.0	0.0	1.0	0.0
not|powder	574.0	163.0	1.0	0.0	1.0	0.0
handheld	574.0	163.0	15.0	1.0	1.0	0.0
dismayed	574.0	163.0	1.0	0.0	1.0	0.0
sideways	574.0	163.0	1.0	1.0	0.0	1.0
kirby	574.0	163.0	11.0	1.0	1.0	0.0
object	574.0	163.0	3.0	0.0	1.0	0.0
poorly	574.0	163.0	2.0	4.0	0.0	1.0
accessible	574.0	163.0	2.0	0.0	1.0	0.0
hang	574.0	163.0	5.0	4.0	0.0	1.0
role	574.0	163.0	1.0	0.0	1.0	0.0
upholstery	574.0	163.0	17.0	2.0	1.0	0.0
turd	574.0	163.0	0.0	1.0	0.0	1.0
roll	574.0	163.0	6.0	3.0	0.0	0.0
turn	574.0	163.0	49.0	8.0	0.0	0.0
not|dealer	574.0	163.0	1.0	0.0	1.0	0.0
spendy	574.0	163.0	1.0	0.0	1.0	0.0
not|intake	574.0	163.0	1.0	0.0	1.0	0.0
gold	574.0	163.0	1.0	0.0	1.0	0.0
result	574.0	163.0	9.0	3.0	0.0	0.0
plush	574.0	163.0	2.0	0.0	1.0	0.0
not|sirve	574.0	163.0	0.0	1.0	0.0	1.0
quiet	574.0	163.0	30.0	3.0	1.0	0.0
hooever	574.0	163.0	1.0	0.0	1.0	0.0
flip	574.0	163.0	3.0	3.0	0.0	1.0
staircase	574.0	163.0	3.0	0.0	1.0	0.0
connect	574.0	163.0	4.0	0.0	1.0	0.0
hand	574.0	163.0	58.0	21.0	0.0	0.0
policy	574.0	163.0	1.0	1.0	0.0	1.0
resume	574.0	163.0	0.0	1.0	0.0	1.0
address	574.0	163.0	4.0	1.0	0.0	0.0
salt	574.0	163.0	1.0	0.0	1.0	0.0
not|dead	574.0	163.0	4.0	0.0	1.0	0.0
not|slightly	574.0	163.0	1.0	1.0	0.0	1.0
not|floor	574.0	163.0	20.0	15.0	0.0	1.0
not|short	574.0	163.0	8.0	1.0	1.0	0.0
spiral	574.0	163.0	1.0	0.0	1.0	0.0
eating	574.0	163.0	1.0	0.0	1.0	0.0
tha	574.0	163.0	1.0	0.0	1.0	0.0
neighbor	574.0	163.0	1.0	1.0	0.0	1.0
not|escape	574.0	163.0	1.0	0.0	1.0	0.0
straight	574.0	163.0	4.0	3.0	0.0	1.0
